category,brand,condition_score,duration_days,original_price,listed_price,sold_price,is_sold
Books,Oxford,8.7,32,72.39,17.33,16.3,1
Books,Oxford,7.7,40,45.51,10.35,9.59,1
Tech,Sony,6.2,37,2313.03,1283.1,1177.68,1
Books,Pearson,6.1,23,180.23,33.19,31.33,1
Books,Pearson,6.9,13,189.24,36.09,35.43,1
Books,Pearson,5.0,47,240.73,47.52,42.69,1
Books,Oxford,9.4,52,66.37,18.41,16.05,1
Tech,Asus,5.4,3,1445.33,580.55,581.13,1
Fashion,Chanel,7.6,5,13616.13,6824.37,6718.57,1
Fashion,Adidas,6.7,45,543.2,225.15,199.85,1
Fashion,Adidas,6.7,4,199.13,66.94,65.93,1
Tech,Sony,8.9,40,1519.5,1128.57,1023.77,1
Tech,Samsung,7.9,32,1833.81,1114.76,1024.79,1
Books,Penguin,7.6,34,35.41,6.27,5.92,1
Books,Penguin,4.6,58,51.76,7.31,6.41,1
Tech,Apple,3.5,32,2246.44,916.91,871.36,1
Fashion,Nike,8.6,1,793.49,309.28,310.22,1
Books,Penguin,8.4,24,46.5,8.02,7.61,1
Books,Oxford,8.6,25,149.43,33.42,31.3,1
Books,Penguin,7.4,18,20.81,3.23,3.09,1
Tech,Apple,7.2,62,5541.07,4179.07,3634.81,1
Fashion,Chanel,8.1,1,2767.89,1363.99,1374.64,1
Books,Pearson,7.0,29,204.09,44.16,42.2,1
Fashion,Nike,8.3,29,501.87,226.67,214.13,1
Books,Pearson,6.2,38,98.67,20.76,19.02,1
Fashion,Nike,8.2,49,736.72,374.38,336.88,1
Fashion,Nike,8.1,54,668.37,339.4,295.81,1
Books,Penguin,7.9,38,30.46,5.49,5.15,1
Fashion,Adidas,5.8,6,637.8,190.65,192.09,1
Fashion,Adidas,8.4,31,307.01,136.67,130.62,1
Fashion,Nike,7.1,9,763.74,265.73,260.84,1
Books,Penguin,6.0,37,79.31,11.45,10.42,1
Tech,Samsung,6.9,44,3907.74,2409.54,2209.59,1
Fashion,Gucci,8.0,27,4360.35,2385.09,2264.29,1
Tech,Samsung,5.5,55,2857.93,1630.59,1443.92,1
Fashion,Adidas,7.4,1,719.64,244.94,248.39,1
Tech,Dell,6.6,21,3159.52,1521.75,1477.36,1
Tech,Dell,4.8,16,2624.75,1024.03,982.6,1
Tech,Samsung,7.1,35,4665.38,2616.02,2448.72,1
Tech,Dell,7.3,35,1750.47,981.76,911.46,1
Books,Penguin,6.3,22,69.91,10.08,9.86,1
Tech,Samsung,8.2,3,4666.03,2500.3,2474.54,1
Tech,Apple,7.4,60,2339.76,1810.61,1544.21,1
Fashion,Chanel,8.5,23,3735.8,2161.73,2042.23,1
Fashion,Gucci,5.1,55,9223.91,4390.82,3856.25,1
Fashion,Chanel,8.4,53,8807.02,5977.41,5189.04,1
Fashion,Adidas,8.6,52,754.96,391.29,345.33,1
Tech,Dell,9.1,42,1961.92,1294.66,1186.9,1
Fashion,Nike,6.4,57,475.52,209.88,185.81,1
Books,Penguin,9.1,15,33.1,5.56,5.48,1
Books,Oxford,5.1,37,108.31,18.56,17.07,1
Tech,Apple,3.3,50,3108.61,1416.64,1259.55,1
Tech,Sony,6.3,36,2324.48,1359.43,1253.3,1
Tech,Sony,7.2,28,883.3,540.56,509.84,1
Books,Pearson,6.1,24,133.48,25.43,24.83,1
Books,Oxford,5.0,33,99.79,16.16,15.0,1
Books,Pearson,4.3,35,184.49,29.79,27.54,1
Books,Pearson,7.7,62,202.54,55.87,47.42,1
Fashion,Gucci,6.2,15,2364.81,1031.4,1004.65,1
Books,Oxford,4.4,1,159.04,20.56,20.21,1
Fashion,Nike,8.3,59,426.55,216.59,192.07,1
Fashion,Nike,9.5,44,278.67,156.19,140.66,1
Fashion,Chanel,9.7,42,5432.29,3873.14,3483.28,1
Books,Oxford,7.8,4,62.52,11.2,11.21,1
Fashion,Gucci,7.5,32,2556.3,1367.71,1272.22,1
Tech,Apple,6.4,51,3376.02,2344.95,2078.94,1
Tech,Sony,6.4,58,1700.81,1134.95,993.72,1
Books,Pearson,6.4,55,207.56,49.42,43.02,1
Tech,Apple,6.5,34,5342.46,3168.11,2921.14,1
Fashion,Nike,5.1,13,669.68,205.42,204.76,1
Fashion,Nike,8.4,21,614.77,265.68,255.42,1
Fashion,Adidas,6.7,13,203.98,71.32,71.05,1
Books,Oxford,5.8,39,43.82,8.04,7.37,1
Fashion,Chanel,5.3,20,6500.26,2765.28,2635.75,1
Tech,Sony,7.9,56,813.08,622.58,536.58,1
Tech,Samsung,7.1,53,3074.18,2008.91,1811.8,1
Tech,Dell,6.3,65,2851.14,1667.59,1423.67,1
Books,Penguin,7.5,15,48.85,7.06,6.91,1
Books,Penguin,8.1,36,20.42,3.85,3.58,1
Books,Oxford,4.6,48,104.63,16.99,15.13,1
Tech,Asus,6.3,16,2835.66,1291.35,1272.4,1
Fashion,Adidas,5.7,32,652.13,222.71,205.36,1
Fashion,Chanel,6.4,17,1897.02,913.18,896.57,1
Books,Penguin,3.7,33,21.48,2.38,2.25,1
Fashion,Nike,8.7,40,529.27,265.36,246.2,1
Tech,Samsung,8.4,46,1777.71,1278.75,1145.1,1
Fashion,Nike,7.6,63,728.26,359.46,310.94,1
Fashion,Nike,6.6,26,276.57,107.21,100.47,1
Fashion,Adidas,7.8,42,210.89,97.68,88.65,1
Tech,Dell,5.8,33,4232.79,1988.24,1837.39,1
Books,Penguin,8.6,57,56.21,11.7,10.38,1
Fashion,Chanel,9.6,52,10793.41,8244.99,7459.54,1
Books,Pearson,8.5,56,112.91,31.59,27.97,1
Books,Pearson,9.3,10,169.16,40.45,39.48,1
Books,Oxford,6.1,58,117.63,24.35,21.17,1
Fashion,Gucci,9.4,51,5322.27,3608.23,3178.48,1
Tech,Samsung,6.8,13,4130.94,2070.38,2078.39,1
Tech,Apple,6.5,52,3834.19,2519.6,2257.63,1
Books,Penguin,5.1,35,63.44,8.83,8.17,1
Fashion,Chanel,8.3,7,5204.72,2769.28,2752.61,1
Tech,Dell,6.5,60,2131.69,1231.99,1049.71,1
Fashion,Chanel,6.8,31,2439.53,1234.23,1166.86,1
Books,Penguin,4.5,46,78.73,10.14,9.21,1
Tech,Asus,9.4,33,3441.23,2276.73,2165.02,1
Books,Penguin,7.1,23,23.81,3.73,3.59,1
Fashion,Nike,6.4,38,669.66,261.29,238.39,1
Fashion,Chanel,6.1,1,2384.85,984.16,988.95,1
Books,Penguin,8.1,33,76.15,13.89,12.83,1
Tech,Dell,7.9,52,1329.41,876.63,791.56,1
Fashion,Nike,7.2,45,535.63,247.75,226.54,1
Books,Pearson,6.6,1,169.76,30.49,30.33,1
Books,Penguin,7.4,11,51.66,7.66,7.6,1
Tech,Asus,9.2,53,4008.14,2946.16,2582.15,1
Fashion,Adidas,6.3,22,551.85,195.14,185.44,1
Books,Oxford,5.4,16,44.78,6.74,6.56,1
Tech,Samsung,8.5,15,3126.06,1934.71,1861.3,1
Books,Pearson,4.9,35,59.91,10.42,9.87,1
Books,Oxford,5.7,54,90.94,17.39,15.18,1
Tech,Sony,7.4,22,1969.07,1182.26,1139.44,1
Books,Penguin,3.9,16,26.16,2.76,2.69,1
Fashion,Chanel,3.8,9,13607.83,4207.53,4263.66,1
Books,Pearson,7.3,11,246.81,46.33,46.28,1
Books,Pearson,3.6,9,66.1,8.54,8.67,1
Books,Pearson,6.8,19,171.2,34.67,32.96,1
Books,Penguin,4.9,33,56.7,7.11,6.54,1
Books,Penguin,8.1,43,66.06,12.59,11.28,1
Fashion,Gucci,8.0,26,3858.26,2030.23,1913.67,1
Tech,Samsung,6.7,26,1199.98,612.3,584.11,1
Books,Penguin,7.3,15,29.34,4.26,4.18,1
Books,Oxford,4.7,17,88.46,13.05,12.95,1
Books,Penguin,7.7,47,32.2,6.11,5.5,1
Tech,Asus,7.3,4,2336.93,1160.79,1155.22,1
Tech,Asus,4.5,26,1524.06,595.25,576.27,1
Books,Oxford,8.5,16,171.99,34.94,34.64,1
Tech,Apple,5.0,41,3717.23,2070.34,1886.8,1
Fashion,Chanel,8.0,43,14075.64,8701.67,7831.61,1
Tech,Sony,8.9,34,1629.49,1207.1,1147.13,1
Tech,Asus,8.2,45,1704.09,1093.47,974.61,1
Tech,Dell,5.9,38,4099.45,2113.14,1987.65,1
Books,Penguin,8.1,2,53.72,8.18,8.16,1
Books,Oxford,8.9,44,106.95,26.55,24.17,1
Tech,Samsung,8.4,6,4504.15,2459.11,2424.81,1
Fashion,Chanel,7.9,39,3615.35,2215.55,2033.13,1
Tech,Samsung,9.1,3,4344.75,2515.73,2523.81,1
Fashion,Chanel,7.4,31,8436.11,4820.52,4473.52,1
Fashion,Nike,9.4,28,443.61,225.99,213.84,1
Fashion,Adidas,7.6,17,713.32,261.55,254.77,1
Tech,Asus,8.9,29,1354.74,887.95,831.43,1
Books,Pearson,6.5,8,178.4,31.01,31.47,1
Books,Pearson,8.6,19,215.19,51.12,50.48,1
Tech,Samsung,5.2,16,1392.32,578.33,559.02,1
Books,Oxford,9.2,17,133.69,28.94,28.1,1
Fashion,Gucci,5.1,38,7685.38,3275.12,3030.17,1
Books,Penguin,9.4,44,37.52,7.96,7.16,1
Fashion,Chanel,8.1,22,13628.75,7899.86,7698.8,1
Books,Oxford,4.4,34,199.74,29.23,27.38,1
Books,Penguin,9.1,63,54.48,12.22,10.48,1
Books,Penguin,8.2,18,44.31,7.65,7.29,1
Books,Pearson,7.3,9,234.94,46.36,46.73,1
Tech,Sony,4.1,2,968.87,366.5,373.71,1
Tech,Asus,8.4,15,4668.1,2555.24,2520.59,1
Tech,Dell,5.0,58,4419.9,2233.83,1945.03,1
Books,Penguin,9.4,50,22.03,4.81,4.25,1
Books,Oxford,9.2,37,186.53,48.6,45.72,1
Fashion,Chanel,4.8,1,11154.99,3874.92,3873.74,1
Fashion,Gucci,8.4,34,7689.61,4566.54,4258.84,1
Books,Oxford,8.1,30,165.12,35.71,33.97,1
Books,Pearson,6.3,23,226.83,46.28,44.23,1
Books,Penguin,7.9,62,28.65,5.85,5.02,1
Books,Oxford,7.1,3,79.7,13.88,13.74,1
Tech,Dell,4.1,52,2386.84,1049.31,917.64,1
Books,Oxford,5.7,54,105.02,21.3,18.91,1
Books,Oxford,8.3,65,139.4,36.74,31.08,1
Fashion,Chanel,4.5,27,7354.37,2799.49,2641.28,1
Fashion,Adidas,4.8,17,740.76,200.1,195.45,1
Fashion,Chanel,8.0,42,1534.89,985.0,903.4,1
Tech,Samsung,5.0,64,1141.44,615.05,525.14,1
Books,Oxford,7.0,46,120.65,25.7,23.38,1
Tech,Asus,6.2,1,3459.38,1487.37,1465.73,1
Tech,Dell,4.8,8,1350.9,504.39,494.61,1
Books,Pearson,7.9,18,87.38,18.31,17.62,1
Fashion,Chanel,5.5,24,13488.52,5919.28,5758.6,1
Books,Penguin,5.1,40,56.61,8.09,7.39,1
Tech,Samsung,4.2,17,2890.45,1104.98,1088.31,1
Books,Penguin,8.5,34,57.85,10.98,10.37,1
Books,Penguin,8.2,24,48.92,8.73,8.42,1
Books,Penguin,8.1,10,22.8,3.58,3.55,1
Tech,Dell,8.8,20,2374.1,1331.54,1309.94,1
Fashion,Chanel,8.4,4,8312.49,4372.39,4384.47,1
Books,Oxford,7.5,16,155.57,31.18,29.92,1
Books,Oxford,8.4,26,165.28,37.72,35.75,1
Books,Penguin,8.0,32,63.07,11.33,10.66,1
Tech,Sony,6.4,16,1126.95,602.81,597.27,1
Tech,Apple,8.8,34,3346.31,2451.53,2251.96,1
Tech,Dell,3.6,65,3346.34,1402.97,1190.41,1
Tech,Asus,6.4,39,2303.03,1261.55,1141.19,1
Books,Penguin,8.0,36,28.63,5.15,4.83,1
Tech,Samsung,9.7,7,3030.39,1806.89,1801.9,1
Books,Pearson,8.7,55,62.5,18.15,15.81,1
Books,Penguin,8.0,11,46.83,7.56,7.46,1
Books,Penguin,7.7,23,29.83,4.93,4.81,1
Books,Penguin,6.1,53,28.79,4.67,4.1,1
Fashion,Nike,6.5,57,799.03,356.14,308.89,1
Books,Pearson,4.1,21,243.89,35.0,34.11,1
Fashion,Chanel,8.2,58,14118.33,9793.85,8507.59,1
Tech,Apple,8.3,52,3698.1,2992.96,2669.13,1
Fashion,Gucci,4.6,17,7429.18,2544.91,2488.3,1
Books,Penguin,7.6,29,56.69,9.63,9.11,1
Fashion,Chanel,8.4,36,9956.33,6310.43,5836.87,1
Books,Penguin,7.9,10,78.85,11.84,11.58,1
Tech,Samsung,9.6,28,3017.26,2092.88,1991.27,1
Books,Pearson,8.5,36,53.84,13.74,12.71,1
Fashion,Gucci,7.0,42,6041.65,3181.39,2887.8,1
Books,Pearson,6.9,44,85.08,20.33,18.18,1
Books,Oxford,8.4,38,176.58,42.52,38.83,1
Fashion,Adidas,4.8,45,151.19,50.23,45.51,1
Tech,Dell,9.2,34,4244.85,2753.64,2549.78,1
Fashion,Chanel,6.9,26,13002.59,6324.54,5993.18,1
Books,Oxford,4.4,48,93.47,15.41,13.76,1
Tech,Asus,9.6,22,3996.57,2622.05,2541.23,1
Books,Oxford,7.4,23,172.19,33.63,32.6,1
Fashion,Gucci,6.2,1,5030.04,2013.68,2003.69,1
Fashion,Adidas,6.2,3,268.98,83.05,82.33,1
Fashion,Gucci,6.7,54,7444.25,4178.16,3757.18,1
Books,Pearson,8.9,38,95.03,25.1,22.8,1
Books,Penguin,4.0,55,61.85,8.12,7.01,1
Tech,Apple,5.6,67,3504.14,2250.17,1924.48,1
Tech,Sony,8.1,24,1055.38,683.48,662.49,1
Books,Pearson,7.0,66,106.27,27.34,23.61,1
Books,Penguin,6.9,41,54.2,9.09,8.21,1
Tech,Sony,5.1,45,672.99,354.57,316.29,1
Tech,Asus,8.1,48,1290.28,867.16,791.98,1
Tech,Sony,8.2,11,760.74,467.04,462.98,1
Books,Oxford,7.6,62,117.66,28.17,24.26,1
Tech,Sony,6.5,50,1550.8,965.04,870.47,1
Books,Oxford,7.8,23,132.35,25.92,24.89,1
Fashion,Gucci,8.1,39,4736.35,2901.84,2616.47,1
Books,Penguin,7.1,44,71.29,11.93,11.03,1
Fashion,Adidas,8.5,6,676.9,270.98,269.15,1
Tech,Samsung,8.3,26,4559.28,2815.73,2693.06,1
Fashion,Nike,5.6,10,598.89,182.97,181.25,1
Fashion,Adidas,5.9,34,565.41,194.2,183.38,1
Tech,Dell,6.5,1,1542.25,649.54,648.85,1
Tech,Dell,4.9,55,1914.29,922.61,822.22,1
Fashion,Gucci,8.3,43,7145.1,4282.22,3877.59,1
Fashion,Nike,8.3,49,349.95,175.04,157.06,1
Tech,Samsung,5.4,23,2120.99,1000.38,943.0,1
Fashion,Adidas,6.7,63,369.16,161.16,136.12,1
Books,Pearson,7.7,67,112.01,30.8,25.84,1
Tech,Asus,3.4,54,1588.69,648.35,561.44,1
Tech,Apple,7.2,31,4196.68,2666.12,2459.64,1
Fashion,Adidas,6.4,31,295.4,111.81,104.22,1
Books,Pearson,7.8,48,210.61,53.82,48.43,1
Books,Oxford,6.2,41,181.88,36.81,33.63,1
Fashion,Nike,5.5,6,398.0,114.47,114.72,1
Books,Pearson,5.6,41,219.15,44.91,40.84,1
Books,Penguin,9.2,10,33.75,5.59,5.55,1
Tech,Sony,6.7,26,2253.32,1291.43,1230.36,1
Books,Pearson,4.8,40,179.95,32.15,29.1,1
Fashion,Chanel,7.5,15,8404.11,4174.46,4113.97,1
Tech,Samsung,4.6,20,3015.02,1204.13,1141.9,1
Tech,Samsung,9.2,50,4382.73,3422.92,3070.73,1
Books,Penguin,6.6,24,26.14,3.68,3.56,1
Tech,Samsung,8.8,65,4333.79,3398.28,2947.26,1
Books,Oxford,3.9,62,163.23,26.58,23.07,1
Tech,Sony,5.1,23,1403.45,642.37,605.68,1
Books,Pearson,9.0,35,92.13,23.77,22.25,1
Books,Oxford,6.9,26,124.08,22.7,21.92,1
Tech,Apple,6.4,59,2077.18,1455.27,1280.76,1
Books,Pearson,8.4,55,175.7,49.45,43.76,1
Books,Pearson,9.0,55,72.97,21.36,18.83,1
Fashion,Adidas,7.4,56,283.33,130.96,115.83,1
Books,Pearson,8.1,22,164.18,39.54,38.8,1
Books,Pearson,8.0,34,137.68,32.78,31.11,1
Tech,Samsung,7.8,14,990.6,533.33,530.61,1
Fashion,Chanel,7.8,56,4243.16,2664.44,2321.29,1
Books,Pearson,7.9,38,155.76,38.56,36.19,1
Fashion,Nike,5.6,28,741.62,258.44,244.38,1
Tech,Asus,7.8,1,1321.99,686.37,699.07,1
Books,Penguin,7.5,55,73.87,14.4,12.85,1
Tech,Dell,7.3,53,3517.34,2208.46,1922.66,1
Books,Pearson,6.6,14,118.48,21.85,21.78,1
Books,Oxford,7.3,57,147.22,35.46,31.29,1
Tech,Samsung,8.6,33,3685.71,2478.81,2351.72,1
Books,Penguin,4.9,61,57.64,8.28,7.08,1
Tech,Sony,6.0,43,889.99,521.33,470.68,1
Books,Pearson,6.5,3,121.75,22.12,21.87,1
Tech,Apple,6.1,66,1602.17,1080.73,939.56,1
Books,Penguin,7.3,34,67.44,11.77,10.84,1
Books,Oxford,7.9,13,87.5,16.1,15.6,1
Tech,Samsung,6.0,59,3962.35,2352.95,2033.31,1
Fashion,Nike,7.9,62,234.18,119.61,101.91,1
Fashion,Adidas,9.5,62,447.57,253.63,219.71,1
Fashion,Nike,6.8,16,312.23,115.66,111.21,1
Tech,Asus,7.8,8,3909.73,2021.27,2013.36,1
Tech,Asus,5.0,60,3703.91,1868.78,1597.63,1
Fashion,Gucci,6.6,12,9847.51,4157.17,4129.7,1
Books,Oxford,4.3,43,90.56,13.67,12.4,1
Fashion,Gucci,4.7,39,9156.38,3836.52,3555.9,1
Fashion,Adidas,6.7,63,732.3,327.38,283.59,1
Fashion,Nike,7.9,34,609.84,282.97,262.83,1
Fashion,Nike,7.6,37,670.93,287.8,270.82,1
Tech,Samsung,7.7,12,3426.6,1787.21,1781.47,1
Fashion,Chanel,8.6,16,10332.31,5849.46,5614.25,1
Fashion,Chanel,6.0,1,14850.96,6072.93,5965.57,1
Books,Penguin,8.2,42,78.03,14.6,13.5,1
Fashion,Chanel,9.8,56,8245.53,6335.54,5553.75,1
Fashion,Nike,4.6,54,353.38,126.82,113.73,1
Fashion,Gucci,7.2,1,3893.46,1719.7,1743.98,1
Books,Pearson,5.1,29,161.08,27.64,25.82,1
Books,Pearson,9.0,45,86.29,25.34,22.76,1
Tech,Samsung,8.0,16,4229.16,2300.61,2260.72,1
Fashion,Chanel,3.9,1,10536.83,3293.16,3339.26,1
Books,Penguin,3.4,29,39.43,4.04,3.84,1
Fashion,Nike,4.9,48,284.69,97.21,88.62,1
Books,Oxford,5.8,2,113.95,17.06,17.06,1
Tech,Apple,4.9,28,5401.68,2732.06,2560.19,1
Fashion,Gucci,7.8,33,2348.92,1294.15,1212.34,1
Tech,Asus,8.0,18,4577.79,2591.81,2514.81,1
Books,Pearson,6.2,34,74.73,15.58,14.49,1
Books,Pearson,7.7,47,158.92,40.95,36.98,1
Tech,Asus,4.2,44,4232.62,1907.87,1701.88,1
Tech,Samsung,4.5,20,2635.12,1028.52,982.37,1
Fashion,Nike,6.2,8,357.18,112.21,112.36,1
Fashion,Gucci,8.5,22,4003.02,2173.12,2130.61,1
Tech,Sony,6.0,45,2109.75,1282.49,1173.97,1
Fashion,Chanel,6.2,1,4472.73,1854.18,1873.91,1
Books,Penguin,7.0,23,59.66,9.29,8.79,1
Tech,Apple,8.0,26,4672.48,3229.06,3079.17,1
Fashion,Gucci,6.9,13,8979.17,4130.87,4123.1,1
Books,Oxford,4.4,31,152.94,23.66,22.63,1
Books,Oxford,7.1,32,157.38,31.95,30.24,1
Fashion,Gucci,7.7,64,4607.25,2940.68,2518.62,1
Tech,Dell,8.2,27,4401.53,2443.94,2305.1,1
Fashion,Chanel,6.9,14,8155.53,3959.32,3948.74,1
Tech,Samsung,6.3,56,4199.08,2550.98,2249.58,1
Books,Penguin,5.9,6,36.09,4.48,4.57,1
Books,Oxford,6.6,17,122.85,21.94,21.54,1
Tech,Dell,8.1,38,4398.37,2762.26,2548.72,1
Fashion,Nike,8.3,61,381.3,201.08,177.16,1
Fashion,Nike,6.6,40,761.71,317.61,292.66,1
Books,Penguin,8.0,37,52.1,9.08,8.31,1
Books,Penguin,9.2,25,66.38,12.54,12.14,1
Fashion,Nike,8.9,26,602.13,268.26,254.06,1
Fashion,Chanel,8.6,30,4893.52,3081.47,2953.45,1
Tech,Dell,6.3,34,3952.7,1966.57,1840.2,1
Tech,Apple,7.7,15,1832.99,1102.92,1067.04,1
Books,Pearson,4.5,49,185.42,33.31,30.26,1
Tech,Asus,5.6,47,4378.96,2344.76,2119.98,1
Tech,Samsung,8.0,20,1727.19,1021.78,973.85,1
Books,Oxford,9.3,11,83.54,18.43,18.35,1
Fashion,Gucci,6.7,60,2351.04,1346.6,1178.81,1
Fashion,Gucci,8.1,10,2578.72,1287.17,1256.21,1
Books,Pearson,7.0,8,114.1,22.39,22.09,1
Books,Penguin,7.0,17,61.27,8.92,8.69,1
Books,Penguin,7.4,11,75.21,10.43,10.32,1
Tech,Apple,8.7,43,2342.61,1852.89,1702.48,1
Fashion,Nike,7.5,25,737.95,288.25,275.03,1
Fashion,Chanel,7.4,23,13096.7,6758.64,6543.77,1
Books,Oxford,6.9,25,105.61,19.22,18.62,1
Books,Oxford,7.9,38,46.04,10.06,9.4,1
Books,Penguin,4.9,29,51.35,6.72,6.39,1
Books,Oxford,9.1,29,61.8,15.22,14.12,1
Fashion,Chanel,8.9,3,10001.26,5345.65,5366.75,1
Tech,Dell,5.6,40,3298.6,1542.17,1417.2,1
Books,Oxford,7.1,49,110.27,24.55,21.8,1
Fashion,Nike,6.9,10,565.66,205.39,204.06,1
Books,Penguin,3.9,25,53.94,5.95,5.65,1
Fashion,Nike,7.2,63,225.86,107.02,92.07,1
Fashion,Chanel,7.9,53,2023.64,1288.92,1141.64,1
Fashion,Chanel,8.3,8,14061.37,7368.97,7412.25,1
Books,Pearson,6.4,33,166.7,34.27,31.89,1
Tech,Sony,7.8,35,1343.57,922.32,853.92,1
Tech,Samsung,6.0,55,4169.13,2407.89,2113.51,1
Books,Penguin,5.6,55,22.78,3.54,3.17,1
Books,Penguin,6.7,4,33.47,4.38,4.39,1
Tech,Asus,7.8,32,3626.9,2247.39,2074.82,1
Fashion,Gucci,4.9,54,4643.25,2143.27,1865.56,1
Fashion,Chanel,6.7,65,10948.54,6629.94,5701.79,1
Tech,Apple,4.0,11,2394.33,982.87,978.08,1
Tech,Apple,7.2,22,4547.61,2902.36,2752.71,1
Tech,Dell,8.3,25,2789.2,1624.43,1525.75,1
Books,Pearson,5.8,28,99.21,19.46,18.62,1
Tech,Apple,5.1,52,4318.77,2435.86,2155.88,1
Tech,Apple,6.8,68,3285.93,2413.59,2014.34,1
Tech,Apple,8.7,32,4379.05,3270.15,3013.57,1
Fashion,Nike,5.9,59,263.62,110.65,98.17,1
Fashion,Gucci,7.9,28,1636.71,845.42,805.22,1
Tech,Dell,7.3,55,3169.23,1905.46,1644.87,1
Fashion,Adidas,4.2,50,688.11,219.69,195.06,1
Fashion,Chanel,4.8,36,8080.54,3325.79,3024.18,1
Fashion,Nike,5.0,44,434.96,147.21,133.28,1
Tech,Apple,9.7,52,2617.56,2289.58,2031.61,1
Books,Oxford,4.3,8,109.65,13.42,13.44,1
Tech,Apple,8.1,17,2039.27,1293.72,1281.78,1
Books,Pearson,5.6,17,220.52,37.56,36.41,1
Books,Penguin,8.2,13,21.38,3.33,3.34,1
Fashion,Chanel,6.8,66,13174.28,7968.19,6767.84,1
Fashion,Adidas,7.0,10,334.03,113.69,113.12,1
Books,Penguin,7.6,13,78.23,11.27,11.19,1
Books,Pearson,9.0,30,113.45,28.61,26.67,1
Tech,Asus,5.7,12,4208.9,1742.29,1694.08,1
Books,Pearson,8.1,16,229.8,52.21,50.1,1
Tech,Asus,8.0,59,4562.7,3127.9,2673.9,1
Books,Pearson,7.6,40,95.01,23.39,21.66,1
Books,Pearson,7.9,54,133.07,37.26,32.58,1
Fashion,Adidas,6.2,38,543.17,197.13,182.84,1
Books,Oxford,6.4,11,199.55,32.27,31.42,1
Tech,Dell,4.1,5,2430.37,779.6,774.0,1
Tech,Sony,8.9,40,1773.22,1307.79,1211.88,1
Fashion,Nike,4.1,17,535.34,138.63,134.28,1
Fashion,Gucci,8.1,57,5856.15,3834.32,3403.03,1
Books,Penguin,6.7,45,29.88,5.19,4.67,1
Fashion,Nike,5.6,26,406.68,134.92,126.0,1
Books,Pearson,6.9,7,102.57,19.76,19.57,1
Tech,Asus,7.7,40,1450.45,928.8,860.03,1
Fashion,Adidas,4.8,19,159.96,45.21,44.3,1
Fashion,Adidas,6.8,42,463.74,196.71,180.47,1
Books,Penguin,6.1,60,65.24,10.75,9.34,1
Books,Pearson,6.4,3,247.13,43.55,44.35,1
Tech,Apple,6.8,13,3313.07,1822.53,1767.11,1
Tech,Sony,5.9,59,1295.67,779.33,668.36,1
Fashion,Chanel,8.9,36,9166.88,5678.4,5209.34,1
Tech,Samsung,6.7,39,1609.44,960.61,880.19,1
Tech,Dell,7.5,26,2030.04,1108.69,1075.54,1
Tech,Dell,6.8,35,1348.16,688.3,633.83,1
Fashion,Chanel,8.0,13,4597.52,2304.39,2272.82,1
Books,Pearson,7.3,25,152.25,33.0,31.17,1
Tech,Samsung,8.3,7,1229.29,710.2,704.23,1
Books,Oxford,6.8,58,111.89,24.86,21.46,1
Fashion,Nike,4.1,11,681.93,174.33,172.56,1
Fashion,Nike,7.4,43,648.42,300.74,269.61,1
Fashion,Nike,6.1,37,488.64,188.0,171.0,1
Fashion,Adidas,7.0,31,209.66,85.06,80.41,1
Fashion,Gucci,4.5,14,3416.85,1183.08,1140.33,1
Tech,Samsung,6.8,9,1796.24,913.5,922.06,1
Fashion,Gucci,4.3,1,5601.42,1813.36,1794.18,1
Books,Oxford,8.0,53,66.21,16.46,14.77,1
Tech,Samsung,6.1,13,3367.65,1594.79,1566.72,1
Fashion,Chanel,9.0,19,12267.9,7328.34,7073.2,1
Tech,Apple,7.9,1,3482.54,2074.08,2089.34,1
Books,Pearson,3.7,17,222.9,29.25,28.73,1
Books,Pearson,8.2,42,168.37,45.58,42.32,1
Fashion,Adidas,8.7,21,631.37,279.95,272.29,1
Tech,Samsung,3.8,40,1946.55,768.52,718.12,1
Books,Penguin,5.7,28,37.77,5.3,5.0,1
Fashion,Adidas,8.2,47,226.56,106.8,95.59,1
Tech,Asus,9.0,4,3026.63,1744.25,1728.78,1
Fashion,Gucci,7.6,33,2227.24,1175.07,1112.52,1
Tech,Asus,7.2,14,1821.86,956.41,930.4,1
Fashion,Nike,7.8,47,665.13,315.03,281.65,1
Books,Oxford,8.4,14,76.79,15.58,15.59,1
Tech,Asus,6.2,22,3861.32,1839.15,1771.17,1
Tech,Apple,5.6,59,5829.05,3647.49,3233.74,1
Fashion,Adidas,5.9,29,275.25,99.37,94.74,1
Tech,Asus,9.9,1,2365.31,1406.52,1424.57,1
Books,Oxford,9.7,14,114.36,25.03,24.88,1
Tech,Apple,6.7,56,3432.19,2463.95,2192.94,1
Fashion,Gucci,7.4,42,5051.78,2845.83,2576.11,1
Fashion,Adidas,7.2,60,702.81,319.75,278.45,1
Books,Pearson,5.1,61,191.71,39.19,34.42,1
Tech,Dell,7.3,20,1605.37,817.97,779.97,1
Fashion,Chanel,6.4,22,1527.3,753.05,736.79,1
Books,Pearson,8.1,49,96.07,26.15,23.24,1
Books,Oxford,7.5,68,124.72,30.5,25.46,1
Books,Oxford,7.1,32,174.51,35.15,32.78,1
Books,Pearson,8.4,41,76.38,20.81,19.31,1
Books,Oxford,5.4,37,120.45,20.39,19.22,1
